Start Time,End Time,Activity ID,Activity Name,Description,Location Name,Time Zone,Offset,Duration (h:m:s),Elapsed Duration (h:m:s),Moving Duration (h:m:s),Activity Parent,Activity Type,Event Type,Device,Gear,Privacy,File Format,Distance (km),Average Speed (km/h),Average Speed (km/h or min/km),Average Moving Speed (km/h),Average Moving Speed (km/h or min/km),Max. Speed (km/h),Max. Speed (km/h or min/km),Elevation Gain (m),Elevation Loss (m),Elevation Min. (m),Elevation Max. (m),Elevation Corrected,Begin Latitude (°DD),Begin Longitude (°DD),End Latitude (°DD),End Longitude (°DD),Max. Heart Rate (bpm),Average Heart Rate (bpm),Calories,VO2max,Aerobic Training Effect,Anaerobic Training Effect,Avg. Run Cadence,Max. Run Cadence,Stride Length,Steps,Avg. Cadence (rpm),Max. Cadence (rpm),Strokes,Avg. Temp (°C),Min. Temp (°C),Max. Temp (°C)
2021-07-06T07:32:58+19:00,2021-07-06T09:05:12+19:00,7079532607,157. ESS GDL Balcones de Oblatos,,Guadalajara,America/Chicago,+19:00,01:12:34,01:32:14,01:11:56,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,14.51522,12.0024004,05:00,12.10732498,04:57,15.62040081,03:50,75,74,1513.6,1548.4,FALSE,20.689918,-103.287182,20.685641,-103.287781,190,157,842,58,2.6,0.4,168.19,238,115.82,12062,,,,24.17722192,21,28
2021-07-03T07:25:31+19:00,2021-07-03T08:40:48+19:00,7062581332,"156. ESS GDL Lomas del Paradero, Prados del Nilo, SUTAJ",,Guadalajara,America/Chicago,+19:00,01:10:40,01:15:17,01:10:29,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,14.51749,12.32640009,04:52,12.35952119,04:51,15.14880066,03:58,36,37,1557.2,1567.6,FALSE,20.650747,-103.310388,20.646278,-103.31526,177,154,812,58,2.6,,173.41,183,116.38,12134,,,,22.07637378,21,28
2021-07-02T07:19:01+19:00,2021-07-02T08:51:58+19:00,7057142635,155. ESS GDL Lomas de Oblatos y San José Río Verde,,Guadalajara,America/Chicago,+19:00,01:19:17,01:32:57,01:18:54,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,15.58054,11.79000034,05:05,11.84760619,05:04,14.68080025,04:05,207,191,1488.6,1564.2,FALSE,20.694187,-103.285131,20.689554,-103.27828,197,161,947,58,3,2,168.92,211,113.18,13242,,,,23.38628176,21,29
2021-06-30T07:37:18+19:00,2021-06-30T08:52:48+19:00,7046422604,154. ESS GDL San Isidro,,Guadalajara,America/Chicago,+19:00,01:03:03,01:15:30,01:01:57,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,13.18724,12.54960022,04:47,12.77098415,04:42,14.81399918,04:03,61,58,1550.2,1571.8,FALSE,20.682661,-103.296098,20.674692,-103.295542,184,158,767,58,2.9,,171.27,181,120.03,10652,,,,22.74757427,20,28
2021-06-29T08:15:50+19:00,2021-06-29T09:18:23+19:00,7041070410,153. ESS GDL La Penal,,Guadalajara,America/Chicago,+19:00,00:45:17,01:02:33,00:44:50,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,9.50991,12.6,04:46,12.7267476,04:43,15.04799938,03:59,31,28,1553.6,1563.4,FALSE,20.674093,-103.313155,20.665494,-103.316067,178,157,550,57,2.8,0.1,171.72,187,118.77,7686,,,,22.00469304,20,26
2021-06-26T07:20:50+19:00,2021-06-26T09:57:47+19:00,7024547224,"152. ESS GDL La Penal, Revolución, Hdez Romo",,Guadalajara,America/Chicago,+19:00,02:03:37,02:36:57,02:02:51,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,27.51762,13.35600014,04:30,13.44017107,04:28,16.42680073,03:39,152,132,1580.4,1599.6,FALSE,20.6763,-103.323436,20.673619,-103.314378,202,175,1714,56,5,3.6,175.64,233,124.35,21464,,,,22.79839155,19,28
2021-06-24T07:43:34+19:00,2021-06-24T09:13:03+19:00,7013305200,"151. ESS GDL San José Río Verde, Heliodoro Hernández",,Guadalajara,America/Chicago,+19:00,01:19:45,01:29:29,01:19:09,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,15.74484,11.8475996,05:04,11.93513734,05:02,14.30999966,04:12,158,166,1518.2,1558.4,FALSE,20.695518,-103.285451,20.696659,-103.282911,192,160,907,56,3,1.2,169.48,197,114.3,13390,,,,22.60708832,20,26
2021-06-23T07:50:04+19:00,2021-06-23T09:08:02+19:00,7007722081,150. ESS GDL Lomas de Río Verde,,Guadalajara,America/Chicago,+19:00,01:03:55,01:17:58,01:03:10,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,12.37947,11.62079973,05:10,11.75877615,05:06,15.72120037,03:49,90,95,1469.8,1535.6,FALSE,20.702611,-103.28366,20.697836,-103.278959,176,152,680,56,2.6,0.3,167.11,192,112.81,10570,,,,23.71080548,22,28
2021-06-22T07:51:19+19:00,2021-06-22T08:52:39+19:00,7001831980,149. ESS GDL Arandas,,Guadalajara,America/Chicago,+19:00,00:53:01,01:01:20,00:52:37,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,10.13647,11.46960039,05:14,11.55809272,05:11,14.71319962,04:05,121,135,1505.8,1557.4,FALSE,20.696066,-103.287258,20.687765,-103.289907,192,157,617,56,2.8,0.2,167.48,217,112.01,8778,,,,23.83124075,22,28
2021-06-19T07:58:08+19:00,2021-06-19T10:34:45+19:00,6986024572,"148. ESS GDL Blanco y Cuéllar, Progreso",,Guadalajara,America/Chicago,+19:00,02:12:13,02:36:37,02:10:49,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,26.71947,12.12480011,04:57,12.25564314,04:54,15.11639957,03:58,89,58,1534,1557.2,FALSE,20.680396,-103.310949,20.677756,-103.301766,185,160,1481,57,3.4,,171.38,202,113.99,22356,,,,21.92739741,20,29
2021-06-16T07:40:13+19:00,2021-06-16T09:08:08+19:00,6968817566,"147. ESS GDL Río Verde, Tetlán",,Guadalajara,America/Chicago,+19:00,01:09:51,01:27:55,01:08:59,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,13.2872,11.41560001,05:15,11.55678372,05:12,15.8543993,03:47,105,103,1504.6,1551.8,FALSE,20.699947,-103.290319,20.697826,-103.289321,182,151,750,56,2.7,,165.91,231,111.58,11428,,,,24.31641562,21,28
2021-06-13T10:28:16+19:00,2021-06-13T11:22:20+19:00,6952612779,146. ESS GDL La Americana VI,,Guadalajara,America/Chicago,+19:00,00:49:09,00:54:04,00:49:00,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,10.04451,12.26159964,04:54,12.29814064,04:53,14.58000069,04:07,19,16,1545.4,1556.6,FALSE,20.6741,-103.358506,20.666697,-103.358359,183,160,629,56,3.3,,172.02,213,114.54,8368,,,,25.29751106,24,28
2021-06-12T07:39:00+19:00,2021-06-12T09:35:52+19:00,6945434966,"145. ESS GDL Talpita, Blanco y Cuéllar",,Guadalajara,America/Chicago,+19:00,01:42:32,01:56:52,01:42:15,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,21.15359,12.38039961,04:51,12.41251449,04:50,14.58000069,04:07,64,62,1550.8,1567.8,FALSE,20.68533,-103.305291,20.682588,-103.2965,186,161,1209,56,3.4,1.4,171.34,183,118.78,17412,,,,24.48325152,23,29
2021-06-09T07:45:29+19:00,2021-06-09T09:04:33+19:00,6927895586,"144. ESS GDL Colonia Oblatos, Balcones de Oblatos",,Guadalajara,America/Chicago,+19:00,01:03:13,01:19:04,01:02:39,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,12.34948,11.72160015,05:07,11.82810736,05:04,14.00760012,04:17,146,121,1494.6,1561,FALSE,20.694076,-103.291737,20.693164,-103.290515,195,155,676,55,2.7,0.8,167.77,183,113.92,10502,,,,25.2059295,23,28
2021-06-08T07:28:32+19:00,2021-06-08T08:37:23+19:00,6921611593,143. ESS GDL Colonia Oblatos II,,Guadalajara,America/Chicago,+19:00,01:00:00,01:08:51,00:59:40,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,11.45867,11.45880032,05:14,11.52119477,05:12,13.47120037,04:27,137,156,1533,1582.2,FALSE,20.69882,-103.293209,20.690763,-103.293044,194,159,684,54,3.2,1.2,167.34,182,112.1,9932,,,,25.38161953,23,31
2021-06-06T07:42:18+19:00,2021-06-06T09:52:57+19:00,6910799569,142. ESS GDL Miravalle III,,Guadalajara,America/Chicago,+19:00,01:36:13,02:10:39,01:35:13,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,18.89479,11.78280001,05:06,11.90639605,05:02,15.75359974,03:49,125,123,1551.6,1601.8,FALSE,20.613955,-103.350189,20.608701,-103.344865,188,162,1131,55,3.3,1.6,167.41,224,113.94,15954,,,,23.59420153,21,28
2021-06-03T07:55:43+19:00,2021-06-03T08:58:50+19:00,6892538912,141. ESS GDL José Clemente Orozco,,Guadalajara,America/Chicago,+19:00,00:46:53,01:03:07,00:46:04,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,8.52065,10.90440016,05:30,11.09796868,05:24,14.24160032,04:13,29,16,1561.4,1579.4,FALSE,20.618162,-103.349091,20.616602,-103.345019,175,148,486,55,2.5,0.1,162.31,235,107.57,7528,,,,22.54266079,20,27
2021-06-02T07:47:54+19:00,2021-06-02T08:57:06+19:00,6886383728,140. ESS GDL Miravalle II,,Guadalajara,America/Chicago,+19:00,00:47:27,01:09:12,00:46:24,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,9.32901,11.79719982,05:05,12.0633747,04:58,14.84640026,04:02,48,54,1559.8,1593.8,FALSE,20.619336,-103.352566,20.614849,-103.348342,184,154,522,55,2.9,0.6,165.64,223,113.73,7758,,,,23.36474661,22,30
2021-05-21T07:34:34+19:00,2021-05-21T09:32:16+19:00,6817435324,139. ESS GDL Circunvalación Oblatos,,Guadalajara,America/Chicago,+19:00,01:33:06,01:57:42,01:32:24,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,19.52274,12.58199959,04:46,12.67725722,04:44,15.04799938,03:59,95,80,1552.6,1571,FALSE,20.687006,-103.308713,20.684345,-103.299629,186,160,1034,55,3.1,2.1,171.56,248,120.06,15786,,,,23.75528228,20,28
2021-05-20T08:06:48+19:00,2021-05-20T09:12:40+19:00,6812075135,138. ESS GDL Miravalle I,,Guadalajara,America/Chicago,+19:00,00:53:14,01:05:52,00:52:10,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,10.33205,11.64599962,05:09,11.88485948,05:03,15.41879997,03:53,97,93,1564.6,1620.4,FALSE,20.618256,-103.358339,20.616935,-103.351905,183,154,563,54,2.8,1.8,165.2,213,114.32,8642,,,,22.10730242,20,27
2021-05-18T07:24:42+19:00,2021-05-18T09:03:45+19:00,6800549235,137. ESS GDL 5 de Mayo,,Guadalajara,America/Chicago,+19:00,01:24:09,01:39:03,01:23:25,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,17.08003,12.17879963,04:56,12.28425327,04:53,14.10839968,04:15,56,54,1543.2,1558.8,FALSE,20.625682,-103.357208,20.624444,-103.354182,182,160,881,52,3.2,1.6,170.23,202,116.72,14164,,,,22.08263401,18,28
2021-05-14T08:07:29+19:00,2021-05-14T09:02:09+19:00,6777968998,136. ESS GDL 1ro de Mayo,,Guadalajara,America/Chicago,+19:00,00:44:48,00:54:40,00:44:21,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,9.07752,12.15720034,04:56,12.28198954,04:53,14.64479942,04:06,116,117,1573.2,1605,FALSE,20.620199,-103.361695,20.619018,-103.361808,193,165,466,50,4.2,3.5,168.78,179,117.47,7498,,,,23.48112524,21,28
2021-05-12T07:50:38+19:00,2021-05-12T09:09:12+19:00,6766423430,"135. ESS GDL Dr. Valentín G. F., Barrio 5",,Guadalajara,America/Chicago,+19:00,01:01:36,01:18:34,01:00:40,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,12.01658,11.70359974,05:08,11.88289748,05:03,14.10839968,04:15,138,135,1569.2,1632.4,FALSE,20.620333,-103.364015,20.617159,-103.365192,194,160,594,49,3.9,3.3,166.17,209,114.36,10140,,,,24.65722513,22,28
2021-04-24T07:30:00+19:00,2021-04-24T10:28:25+19:00,6664245298,134. ESS GDL La Ferrocarril,,Guadalajara,America/Chicago,+19:00,02:18:05,02:58:25,02:17:24,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,29.11659,12.65400038,04:44,12.71536676,04:43,16.72919941,03:35,64,57,1537.8,1559.2,FALSE,20.643432,-103.352174,20.64589,-103.352165,,,1904,,,,168.66,220,125.02,23628,,,,23.19107836,19,28
2021-04-23T07:24:02+19:00,2021-04-23T09:26:32+19:00,6657627212,"133. ESS GDL Revolucionaria, Lomas del 4",,Guadalajara,America/Chicago,+19:00,01:22:23,02:02:30,01:21:39,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,16.05835,11.69640026,05:08,11.79935572,05:05,31.17240143,01:55,228,236,1600.2,1670.4,FALSE,20.613564,-103.376894,20.611481,-103.376488,,,1030,,,,161.02,198,121.12,13690,,,,21.50790352,19,27
2021-04-22T07:35:30+19:00,2021-04-22T09:02:44+19:00,6651880613,132. ESS GDL Los Colorines,,Guadalajara,America/Chicago,+19:00,01:05:12,01:27:14,01:01:01,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,12.07653,11.11319962,05:24,11.87672093,05:03,17.03159981,03:31,229,225,1612,1677.4,FALSE,20.616026,-103.381615,20.611907,-103.381935,,,769,,,,151.62,185,122.77,10266,,,,21.00262647,19,27
2021-04-21T07:38:41+19:00,2021-04-21T09:03:23+19:00,6646215141,"131. ESS GDL 5 de Mayo, Echeverria",,Guadalajara,America/Chicago,+19:00,01:11:48,01:24:42,01:11:06,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,15.14915,12.66119986,04:44,12.78436883,04:42,16.3907999,03:40,56,51,1557.6,1578.2,FALSE,20.627544,-103.360773,20.626756,-103.360522,,,981,,,,168.12,190,125.6,12246,,,,20.69322173,17,27
2021-04-20T07:28:10+19:00,2021-04-20T08:43:20+19:00,6639966669,130. ESS GDL Balcones del 4,,Guadalajara,America/Chicago,+19:00,00:53:34,01:15:10,00:52:59,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,10.41612,11.66759977,05:09,11.796382,05:05,15.55200062,03:51,201,181,1583,1624.2,FALSE,20.619166,-103.376037,20.617843,-103.375955,,,665,,,,156.62,234,124.16,8682,,,,20.13031178,17,27
2021-04-16T06:44:12+19:00,2021-04-16T09:25:16+19:00,6616539425,"129. ESS GDL El Dean, Nogalera",,Guadalajara,America/Chicago,+19:00,02:08:11,02:41:04,02:07:09,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,26.62064,12.45959988,04:49,12.56252883,04:47,16.72919941,03:35,141,79,1535.8,1565.2,FALSE,20.641645,-103.351767,20.639571,-103.35042,,,2053,,,,168.17,195,123.44,21894,,,,20.63154445,18,26
2021-04-15T07:45:22+19:00,2021-04-15T09:32:15+19:00,6611175078,128. ESS GDL Lázaro Cárdenas I,,Guadalajara,America/Chicago,+19:00,01:19:40,01:46:53,01:18:46,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,15.64763,11.78280001,05:06,11.91863117,05:02,15.82199993,03:48,239,156,1586,1654,FALSE,20.622358,-103.38104,20.615322,-103.383301,,,1198,,,,162.31,225,121.03,13232,,,,21.84912628,19,27
2021-04-14T07:27:52+19:00,2021-04-14T09:37:42+19:00,6605554464,"127. ESS GDL El Manantial, Las Juntas",,Guadalajara,America/Chicago,+19:00,01:44:36,02:09:50,01:43:22,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,22.78694,13.07160015,04:35,13.22694681,04:32,18.67680073,03:13,141,85,1551.6,1591.6,FALSE,20.622165,-103.346784,20.61986,-103.341362,,,1749,,,,170.89,200,127.37,18136,,,,21.16966121,18,27
2021-04-13T07:25:25+19:00,2021-04-13T09:38:33+19:00,6599634135,126. ESS GDL Arboledas del Sur 1,,Guadalajara,America/Chicago,+19:00,01:32:31,02:13:08,01:28:39,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,16.90117,10.96200027,05:28,11.43848797,05:15,16.4592001,03:39,269,243,1570.4,1717.2,FALSE,20.620471,-103.38956,20.613587,-103.395487,,,1283,,,,152.09,191,120.54,14756,,,,21.38428329,17,27
2021-04-11T09:19:58+19:00,2021-04-11T10:53:33+19:00,6589638974,125. ESS GDL Americana IV,,Guadalajara,America/Chicago,+19:00,00:59:48,01:33:35,00:59:16,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,9.5393,9.572399712,06:16,9.656747302,06:13,12.49559984,04:48,66,16,1547.8,1586.2,FALSE,20.673813,-103.364679,20.672536,-103.364553,,,726,,,,156.14,218,102.16,9572,,,,26.06549449,23,30
2021-04-10T07:42:30+19:00,2021-04-10T10:26:21+19:00,6583056657,"124. ESS GDL San Juan Bosco, Santa María, Mirador",,Guadalajara,America/Chicago,+19:00,02:05:41,02:43:51,02:04:54,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,27.06927,12.92399969,04:39,13.00401314,04:37,24.75719948,02:25,121,103,1534.8,1562.6,FALSE,20.676528,-103.320241,20.675595,-103.313864,185,161,1533,59,3.2,0.7,174.05,256,120.84,21660,,,,22.13876453,19,26
2021-04-09T07:52:15+19:00,2021-04-09T08:55:03+19:00,6576478439,"123. ESS GDL Polanco, Polanquito, Fco. Villa",,Guadalajara,America/Chicago,+19:00,00:47:52,01:02:48,00:47:32,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,10.66204,13.36319962,04:29,13.45615441,04:28,16.89479942,03:33,174,176,1570.8,1611.4,FALSE,20.617697,-103.373145,20.61736,-103.372067,197,168,671,59,3.2,3.2,173.77,247,125.82,8238,,,,21.83464494,19,26
2021-04-08T07:22:03+19:00,2021-04-08T09:22:41+19:00,6571081008,"122. ESS GDL Belisario Dominguez, Oblatos y varias",,Guadalajara,America/Chicago,+19:00,01:38:41,02:00:38,01:37:45,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,20.42807,12.42000017,04:50,12.53981351,04:47,15.21720085,03:57,146,99,1531.6,1565,FALSE,20.677919,-103.328551,20.677479,-103.32054,181,154,1113,59,2.9,0.4,171.7,256,115.97,16614,,,,22.11505068,20,27
2021-04-07T07:44:27+19:00,2021-04-07T09:07:22+19:00,6565437835,"121. ESS GDL Echeverría, López Portillo",,Guadalajara,America/Chicago,+19:00,01:10:56,01:22:55,01:10:06,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,14.59999,12.35159998,04:51,12.49616092,04:48,16.1567997,03:43,68,61,1552.8,1578.8,FALSE,20.623828,-103.370584,20.625268,-103.370445,181,153,820,59,2.8,0.2,172.47,256,117.06,12102,,,,20.90336541,18,28
2021-04-02T09:03:56+19:00,2021-04-02T09:57:54+19:00,6536993546,120. ESS GDL Echeverría,,Guadalajara,America/Chicago,+19:00,00:50:00,00:53:58,00:49:37,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,10.36604,12.43799973,04:49,12.53557122,04:47,15.28199959,03:56,25,14,1567.4,1578.2,FALSE,20.628915,-103.368306,20.628453,-103.367578,170,149,561,61,2.5,,171.28,183,119.02,8494,,,,22.22822824,20,27
2021-04-01T08:48:35+19:00,2021-04-01T10:57:20+19:00,6531448701,"119. ESS GDL El Rastro, Zona Industrial Sur",,Guadalajara,America/Chicago,+19:00,01:37:34,02:08:45,01:36:36,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,19.75249,12.14640026,04:56,12.26849621,04:53,16.18920078,03:42,79,68,1551,1576,FALSE,20.62875,-103.36023,20.624586,-103.351765,193,153,1071,59,2.8,0.7,168.94,211,117.19,15938,,,,23.87773747,21,28
2021-03-30T08:39:26+19:00,2021-03-30T10:00:03+19:00,6519012270,"118. ESS GDL El Carmen, Emiliano Zapata",,Guadalajara,America/Chicago,+19:00,01:12:04,01:20:37,01:11:25,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,14.2928,11.89800024,05:03,12.00855846,05:00,14.4432003,04:09,234,207,1578.6,1620.6,FALSE,20.624959,-103.385273,20.621772,-103.387168,185,153,814,59,2.8,0.1,168.55,189,116.06,12046,,,,22.63260882,20,27
2021-03-27T07:34:50+19:00,2021-03-27T12:02:07+19:00,6501950793,117. ESS GDL Morelos y 8 de julio,,Guadalajara,America/Chicago,+19:00,03:27:26,04:27:17,03:23:13,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,41.08033,11.88360043,05:03,12.12888401,04:57,16.93080025,03:33,220,110,1533.2,1577,FALSE,20.651416,-103.365832,20.64817,-103.35696,186,152,2207,60,3.6,,168.72,256,114.75,32358,,,,21.52396827,16,28
2021-03-25T08:28:10+19:00,2021-03-25T10:00:24+19:00,6489886292,"116. ESS GDL Lomas de Polanco, Echeverría",,Guadalajara,America/Chicago,+19:00,01:19:45,01:32:14,01:19:18,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,16.31382,12.27600031,04:53,12.34405204,04:52,15.68519955,03:50,63,33,1546.8,1564.8,FALSE,20.632876,-103.36597,20.633871,-103.365872,175,146,814,60,2.6,,170.66,186,116.93,13452,,,,19.95873833,17,26
2021-03-24T08:26:25+19:00,2021-03-24T10:00:15+19:00,6484192105,115. ESS GDL Dr. Valentín Gómez Farias,,Guadalajara,America/Chicago,+19:00,01:22:41,01:33:50,01:21:58,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,17.01647,12.34800024,04:52,12.45583812,04:49,15.92279949,03:46,122,108,1539.2,1566,FALSE,20.625518,-103.384497,20.624451,-103.382178,182,152,924,60,2.7,0.5,169.95,256,118.31,13884,,,,20.64665323,17,26
2021-03-18T07:37:03+19:00,2021-03-18T08:57:46+19:00,6450137098,"114. ESS GDL El Sauz, Loma Bonita",,Tlaquepaque,America/Chicago,+19:00,01:11:44,01:20:43,01:10:46,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,14.6095,12.21840019,04:55,12.38548641,04:51,15.51959953,03:52,79,46,1598,1624,FALSE,20.628359,-103.398605,20.627027,-103.3949,173,149,765,61,2.5,,171.2,184,116.03,10614,,,,18.53534723,16,26
2021-03-17T07:40:57+19:00,2021-03-17T10:04:08+19:00,6444987678,"113. ESS GDL López Portillo, Lomas de Polanco",,Guadalajara,America/Chicago,+19:00,02:01:36,02:23:11,02:00:54,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,24.82987,12.25080042,04:54,12.32284863,04:52,23.98320065,02:30,163,72,1558.8,1593.2,FALSE,20.631723,-103.380815,20.629934,-103.379159,186,153,1351,60,3.1,0.3,171.75,233,116.55,20716,,,,19.74316232,15,26
2021-03-16T08:14:02+19:00,2021-03-16T10:03:20+19:00,6439343727,"112. ESS GDL Jardines de San José, Villa Guerrero.",,Guadalajara,America/Chicago,+19:00,01:39:38,01:49:18,01:39:09,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,20.19346,12.16080008,04:56,12.22092391,04:55,14.87879963,04:02,95,82,1563.8,1588.6,FALSE,20.634364,-103.391851,20.63225,-103.383257,178,152,1071,60,2.9,,170.95,218,115.41,15970,,,,20.23582731,17,26
2021-03-13T06:57:24+18:00,2021-03-13T10:30:49+18:00,6423379294,111. ESS GDL Del Fresno II,,Guadalajara,America/Chicago,+18:00,02:56:22,03:33:25,02:55:16,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,36.59056,12.4487998,04:49,12.52666369,04:47,16.59240074,03:37,204,112,1548.8,1591.4,FALSE,20.655227,-103.375278,20.661775,-103.37231,182,155,1973,61,3.5,,171.62,256,118.36,28786,,,,22.71903673,18,29
2021-03-12T07:29:53+18:00,2021-03-12T08:44:55+18:00,6417132076,110. ESS GDL Lomas de Polanco I,,Guadalajara,America/Chicago,+18:00,01:12:14,01:15:02,01:11:59,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,15.32472,12.72960005,04:43,12.7742102,04:42,15.01560001,04:00,30,32,1558.2,1579,FALSE,20.634077,-103.379031,20.631464,-103.379235,177,157,921,60,3.3,,173.7,187,119.05,12404,,,,20.65355133,18,26
2021-03-10T07:32:20+18:00,2021-03-10T08:25:06+18:00,6406722789,109. ESS GDL Jardines de la Barranca,,Guadalajara,America/Chicago,+18:00,00:42:06,00:52:46,00:41:47,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,8.48695,12.09599962,04:58,12.18862558,04:55,14.7456007,04:04,89,54,1513.2,1537.4,FALSE,20.695844,-103.272935,20.699055,-103.276544,172,143,447,61,2,,168.75,198,116.42,7018,,,,20.27915862,18,28
2021-03-09T07:25:14+18:00,2021-03-09T08:25:54+18:00,6400978086,"108. ESS GDL Jardines del Sur, Villa V. Guerrero",,Tlaquepaque,America/Chicago,+18:00,00:59:13,01:00:40,00:59:08,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,12.33152,12.49559984,04:48,12.51336304,04:48,14.68080025,04:05,42,41,1571.6,1601.4,FALSE,20.635808,-103.395854,20.628644,-103.397343,180,153,713,60,2.8,,170.66,191,119.85,10008,,,,20.08847438,18,26
2021-03-05T06:52:42+18:00,2021-03-05T08:36:07+18:00,6377822373,107. ESS GDL 18 de marzo,,Guadalajara,America/Chicago,+18:00,01:27:23,01:43:25,01:25:48,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,18.03973,12.38759995,04:51,12.61470118,04:45,16.49159946,03:38,127,67,1567.2,1608.2,FALSE,20.639465,-103.381138,20.63699,-103.373248,178,153,985,60,2.8,,169.48,193,119.43,14660,,,,20.50097288,17,27
2021-03-04T07:20:15+18:00,2021-03-04T09:05:54+18:00,6372698384,106. ESS GDL Jardines de la Cruz III,,Guadalajara,America/Chicago,+18:00,01:41:10,01:45:39,01:40:31,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,21.45993,12.72600031,04:43,12.80924087,04:41,15.14880066,03:58,127,101,1567,1599,FALSE,20.638822,-103.391783,20.636574,-103.382559,179,158,1221,60,3.1,,172.08,183,121.18,17252,,,,20.99734495,18,27
