Activity ID,Time,LatitudeDegrees,LongitudeDegrees,AltitudeMeters,DistanceMeters,HeartRateBpm,Speed,RunCadence
5705975942,2020-10-20T23:37:59.000Z,20.687708565965295,-103.39333947747946,1586.800048828125,0.0,,0.7839999794960022,0
5705975942,2020-10-20T23:38:01.000Z,20.687702195718884,-103.3932753559202,1588.0,6.789999961853027,,1.7730000019073486,0
5705975942,2020-10-20T23:38:04.000Z,20.68769414909184,-103.3932407386601,1589.5999755859375,10.510000228881836,,1.7730000019073486,0
5705975942,2020-10-20T23:38:07.000Z,20.687684593722224,-103.39313822798431,1588.800048828125,21.270000457763672,,3.4619998931884766,85
5705975942,2020-10-20T23:38:08.000Z,20.687681576237082,-103.39310193434358,1588.5999755859375,25.059999465942383,,3.4619998931884766,85
5705975942,2020-10-20T23:38:10.000Z,20.687679145485163,-103.39302364736795,1588.199951171875,33.2400016784668,,3.5269999504089355,86
5705975942,2020-10-20T23:38:13.000Z,20.687677636742592,-103.39292272925377,1587.5999755859375,43.79999923706055,,3.38700008392334,87
5705975942,2020-10-20T23:38:18.000Z,20.687676379457116,-103.39274042285979,1588.199951171875,62.77000045776367,,3.4519999027252197,87
5705975942,2020-10-20T23:38:23.000Z,20.68765852600336,-103.39255794882774,1587.4000244140625,81.94999694824219,,3.490000009536743,87
5705975942,2020-10-20T23:38:28.000Z,20.687673026695848,-103.392373630777,1588.0,101.20999908447266,,3.5360000133514404,87
5705975942,2020-10-20T23:38:30.000Z,20.687678642570972,-103.39230196550488,1588.199951171875,108.75,,3.5460000038146973,88
5705975942,2020-10-20T23:38:32.000Z,20.68769414909184,-103.39222728274763,1587.199951171875,116.72000122070312,,3.5739998817443848,88
5705975942,2020-10-20T23:38:33.000Z,20.687692891806364,-103.39219115674496,1586.800048828125,120.45999908447266,,3.5829999446868896,88
5705975942,2020-10-20T23:38:36.000Z,20.68769557401538,-103.39208839461207,1586.0,131.1999969482422,,3.5829999446868896,88
5705975942,2020-10-20T23:38:42.000Z,20.687684174627066,-103.39187851175666,1586.800048828125,153.11000061035156,,3.6110000610351562,89
5705975942,2020-10-20T23:38:48.000Z,20.687684761360288,-103.39167374186218,1585.800048828125,174.4600067138672,,3.6019999980926514,88
5705975942,2020-10-20T23:38:49.000Z,20.68768635392189,-103.39164205826819,1585.5999755859375,177.75,,3.5920000076293945,88
5705975942,2020-10-20T23:38:53.000Z,20.687695909291506,-103.3914927765727,1585.4000244140625,193.3800048828125,,3.619999885559082,88
5705975942,2020-10-20T23:38:58.000Z,20.687679732218385,-103.39131449349225,1586.199951171875,212.02000427246094,,3.630000114440918,88
5705975942,2020-10-20T23:39:03.000Z,20.68768727593124,-103.39114065282047,1585.4000244140625,230.1999969482422,,3.6389999389648438,89
5705975942,2020-10-20T23:39:06.000Z,20.687695406377316,-103.39104853570461,1584.5999755859375,239.8699951171875,,3.630000114440918,89
5705975942,2020-10-20T23:39:08.000Z,20.687684006989002,-103.3909871801734,1584.800048828125,246.4499969482422,,3.619999885559082,88
5705975942,2020-10-20T23:39:11.000Z,20.68766137585044,-103.39089187793434,1585.0,256.7799987792969,,3.6019999980926514,86
5705975942,2020-10-20T23:39:13.000Z,20.68765458650887,-103.39082549326122,1584.5999755859375,263.7300109863281,,3.5920000076293945,88
5705975942,2020-10-20T23:39:16.000Z,20.687663136050105,-103.39072155766189,1583.4000244140625,274.5799865722656,,3.5829999446868896,89
5705975942,2020-10-20T23:39:18.000Z,20.68766833283007,-103.39065014384687,1583.0,282.0400085449219,,3.5920000076293945,88
5705975942,2020-10-20T23:39:23.000Z,20.687666907906532,-103.39046825654805,1583.199951171875,301.0899963378906,,3.630000114440918,87
5705975942,2020-10-20T23:39:28.000Z,20.687651401385665,-103.390296343714,1583.5999755859375,319.2300109863281,,3.6110000610351562,84
5705975942,2020-10-20T23:39:34.000Z,20.68763212300837,-103.39007933624089,1582.5999755859375,342.17999267578125,,3.6480000019073486,87
5705975942,2020-10-20T23:39:36.000Z,20.687635727226734,-103.39001228101552,1582.199951171875,349.1600036621094,,3.6480000019073486,87
5705975942,2020-10-20T23:39:40.000Z,20.68762969225645,-103.38987146504223,1582.4000244140625,363.8500061035156,,3.6579999923706055,88
5705975942,2020-10-20T23:39:44.000Z,20.687615191563964,-103.3897350076586,1582.4000244140625,378.1400146484375,,3.6389999389648438,88
5705975942,2020-10-20T23:39:49.000Z,20.687623657286167,-103.3895656093955,1581.800048828125,395.8599853515625,,3.630000114440918,87
5705975942,2020-10-20T23:39:55.000Z,20.687635727226734,-103.38935430161655,1582.5999755859375,417.9200134277344,,3.630000114440918,86
5705975942,2020-10-20T23:39:59.000Z,20.687647461891174,-103.38921348564327,1581.199951171875,432.6700134277344,,3.630000114440918,87
5705975942,2020-10-20T23:40:02.000Z,20.687652491033077,-103.38910695165396,1581.199951171875,443.8299865722656,,3.6389999389648438,88
5705975942,2020-10-20T23:40:05.000Z,20.68764821626246,-103.38900402188301,1582.4000244140625,454.57000732421875,,3.6389999389648438,89
5705975942,2020-10-20T23:40:08.000Z,20.687643103301525,-103.3889006730169,1582.199951171875,465.3299865722656,,3.6389999389648438,88
5705975942,2020-10-20T23:40:11.000Z,20.68762969225645,-103.38879698887467,1581.199951171875,476.2300109863281,,3.6389999389648438,86
5705975942,2020-10-20T23:40:14.000Z,20.687631452456117,-103.38869514875114,1580.800048828125,486.8500061035156,,3.6389999389648438,88
5705975942,2020-10-20T23:40:18.000Z,20.687613850459456,-103.38856430724263,1582.4000244140625,500.6300048828125,,3.619999885559082,88
